Type,Region,Name,Price(USD),Variant Price,Code,GBs,Validity(Days),Slug,Coverage,ID,Billing starts,Pre-Install Days,Speed,Support TopUp Type,Breakout IP
Multi-Area,Caribbean (20+ areas),Caribbean (20+ areas) 5GB/Day,$35.00,$70.00,CB-25,5,1,CB-24_5_Daily,"BB,PR,JM,PY,DM,DO,BO,BR,GD,GF,KN,UY,AG,MS,AI,GP,CO,AN,VC,KY,TC,AR,VG,PE,LC",PX18HJ4XW,First Network Connection,180,3G/4G,Non-reloadable,PL
Single,Central African Republic,Central African Republic 1GB 7Days,$7.10,$14.20,CF,1,7,CF_1_7,CF,CKH370,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Central African Republic,Central African Republic 3GB 15Days,$17.60,$35.20,CF,3,15,CF_3_15,CF,CKH399,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Central African Republic,Central African Republic 5GB 30Days,$26.00,$52.00,CF,5,30,CF_5_30,CF,CKH428,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Central Asia,Central Asia 10GB/Day,$10.80,$21.60,AS-5,10,1,AS-5_10_Daily,"UZ,PK,KG,KZ,LK",PGP9AZY26,First Network Connection,180,3G/4G,Non-reloadable,PL
Multi-Area,Central Asia,Central Asia 1GB/Day,$1.40,$2.80,AS-5,1,1,AS-5_1_Daily,"UZ,PK,KG,KZ,LK",PJA28XEA7,First Network Connection,180,3G/4G,Non-reloadable,PL
Multi-Area,Central Asia,Central Asia 500MB/Day,$0.60,$1.20,AS-5,0,1,AS-5_0.5_Daily,"UZ,PK,KG,KZ,LK",P712EDLGB,First Network Connection,180,3G/4G,Non-reloadable,PL
Multi-Area,Central Asia,Central Asia 5GB/Day,$6.00,$12.00,AS-5,5,1,AS-5_5_Daily,"UZ,PK,KG,KZ,LK",P9RS4VV0A,First Network Connection,180,3G/4G,Non-reloadable,PL
Single,Chad,Chad 1GB 7Days,$5.70,$11.40,TD,1,7,TD_1_7,TD,CKH371,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Chad,Chad 3GB 15Days,$14.10,$28.20,TD,3,15,TD_3_15,TD,CKH400,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Chad,Chad 5GB 30Days,$21.00,$42.00,TD,5,30,TD_5_30,TD,CKH429,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Chile,Chile 1GB 7Days,$5.70,$11.40,CL,1,7,CL_1_7,CL,CKH302,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Chile,Chile 3GB 15Days,$14.10,$28.20,CL,3,15,CL_3_15,CL,CKH318,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,China (mainland HK Macao),China (mainland HK Macao) 1GB/Day,$1.60,$3.20,CN-3,1,1,CN-3_1_Daily,"MO,HK,CN",P78RBUJQ4,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Multi-Area,China (mainland HK Macao),China (mainland HK Macao) 2GB/Day,$2.50,$5.00,CN-3,2,1,CN-3_2_Daily,"MO,HK,CN",PY0WGY2C1,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Multi-Area,China (mainland HK Macao),China (mainland HK Macao) 3GB 30Days,$3.90,$7.80,CN-3,3,30,CN-3_3_30,"MO,HK,CN",P4G59TWEY,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,China (mainland HK Macao),China (mainland HK Macao) 3GB/Day,$3.80,$7.60,CN-3,3,1,CN-3_3_Daily,"MO,HK,CN",PB64TT7WN,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Multi-Area,China (mainland HK Macao),China (mainland HK Macao) 500MB/Day,$0.90,$1.80,CN-3,0,1,CN-3_0.5_Daily,"MO,HK,CN",PN6QWT0Q4,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,China mainland,China 10GB 30Days,$4.70,$9.40,CN,10,30,CN_10_30,CN,JC055,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,China mainland,China 1GB 7Days,$0.70,$1.40,CN,1,7,CN_1_7,CN,JC052,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,China mainland,China 20GB 30Days,$8.20,$16.40,CN,20,30,CN_20_30,CN,JC090,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,China mainland,China 3GB 15Days,$1.70,$3.40,CN,3,15,CN_3_15,CN,JC053,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,China mainland,China 3GB 30Days,$1.80,$3.60,CN,3,30,CN_3_30,CN,P0R7HML2W,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,China mainland,China 50GB 180Days,$28.00,$56.00,CN,50,180,CN_50_180,CN,PXI7MA5MW,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,China mainland,China 5GB 30Days,$2.70,$5.40,CN,5,30,CN_5_30,CN,JC054,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,China mainland & Japan & South Korea ,China mainland & Japan & South Korea 10GB 30Days,$15.20,$30.40,CNJPKR-3,10,30,CNJPKR-3_10_30,"JP,KR,CN",P5JHQ39EE,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,China mainland & Japan & South Korea ,China mainland & Japan & South Korea 1GB 7Days,$2.30,$4.60,CNJPKR-3,1,7,CNJPKR-3_1_7,"JP,KR,CN",P4XU0X3CX,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,China mainland & Japan & South Korea ,China mainland & Japan & South Korea 1GB/Day,$2.20,$4.40,CNJPKR-3,1,1,CNJPKR-3_1_Daily,"JP,KR,CN",P8SU7BG1W,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Multi-Area,China mainland & Japan & South Korea ,China mainland & Japan & South Korea 20GB 30Days,$25.00,$50.00,CNJPKR-3,20,30,CNJPKR-3_20_30,"JP,KR,CN",P93F7ZCSY,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,China mainland & Japan & South Korea ,China mainland & Japan & South Korea 2GB/Day,$4.30,$8.60,CNJPKR-3,2,1,CNJPKR-3_2_Daily,"JP,KR,CN",P1Z74ZBVM,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Multi-Area,China mainland & Japan & South Korea ,China mainland & Japan & South Korea 3GB 15Days,$5.70,$11.40,CNJPKR-3,3,15,CNJPKR-3_3_15,"JP,KR,CN",P9Q0XP8HU,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,China mainland & Japan & South Korea ,China mainland & Japan & South Korea 3GB 30Days,$5.90,$11.80,CNJPKR-3,3,30,CNJPKR-3_3_30,"JP,KR,CN",P64BPV0PR,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,China mainland & Japan & South Korea ,China mainland & Japan & South Korea 500MB/Day,$1.20,$2.40,CNJPKR-3,0,1,CNJPKR-3_0.5_Daily,"JP,KR,CN",PD4EBQ08R,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Multi-Area,China mainland & Japan & South Korea ,China mainland & Japan & South Korea 5GB 30Days,$8.80,$17.60,CNJPKR-3,5,30,CNJPKR-3_5_30,"JP,KR,CN",P5KZF2WY6,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,China mainland,China mainland 10GB 30Days (nonhkip),$7.70,$15.40,CN,10,30,CN_10_30_nonhkip,CN,PYEJ62J8F,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,China mainland,China mainland 1GB 7Days (nonhkip),$1.15,$2.30,CN,1,7,CN_1_7_nonhkip,CN,PW3XK1K7U,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,China mainland,China mainland 1GB/Day (nonhkip),$1.10,$2.20,CN,1,1,CN_1_Daily_nonhkip,CN,P6JDSP39N,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,China mainland,China mainland 20GB 30Days (nonhkip),$15.70,$31.40,CN,20,30,CN_20_30_nonhkip,CN,P0XPU6NY1,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,China mainland,China mainland 2GB/Day,$1.20,$2.40,CN,2,1,CN_2_Daily,CN,PBUK9LV51,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,China mainland,China mainland 2GB/Day (nonhkip),$2.00,$4.00,CN,2,1,CN_2_Daily_nonhkip,CN,PYWR9L63K,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,China mainland,China mainland 3GB 15Days (nonhkip),$2.75,$5.50,CN,3,15,CN_3_15_nonhkip,CN,PG2YTC5T6,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,China mainland,China mainland 500MB/Day (nonhkip),$0.60,$1.20,CN,0,1,CN_0.5_Daily_nonhkip,CN,PBA7XW0H5,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,China mainland,China mainland 5GB 30Days (nonhkip),$4.00,$8.00,CN,5,30,CN_5_30_nonhkip,CN,PJ21HG5FJ,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,China mainland,China mainland 5GB/Day,$2.40,$4.80,CN,5,1,CN_5_Daily,CN,P78LXV6UX,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Colombia,Colombia 1GB 7Days,$5.70,$11.40,CO,1,7,CO_1_7,CO,CKH303,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,BE
Single,Colombia,Colombia 3GB 15Days,$14.40,$28.80,CO,3,15,CO_3_15,CO,CKH319,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,BE
Single,Congo,Congo 1GB 7Days,$5.70,$11.40,CG,1,7,CG_1_7,CG,MB023,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Congo,Congo 3GB 15Days,$14.10,$28.20,CG,3,15,CG_3_15,CG,MB028,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Congo,Congo 5GB 30Days,$21.00,$42.00,CG,5,30,CG_5_30,CG,MB033,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Costa Rica,Costa Rica 1GB 7Days,$4.60,$9.20,CR,1,7,CR_1_7,CR,CKH304,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Costa Rica,Costa Rica 3GB 15Days,$11.20,$22.40,CR,3,15,CR_3_15,CR,CKH320,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cote d'Ivoire,Cote d'Ivoire 1GB 7Days,$7.10,$14.20,CI,1,7,CI_1_7,CI,CKH374,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cote d'Ivoire,Cote d'Ivoire 3GB 15Days,$17.60,$35.20,CI,3,15,CI_3_15,CI,CKH403,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cote d'Ivoire,Cote d'Ivoire 5GB 30Days,$26.00,$52.00,CI,5,30,CI_5_30,CI,CKH432,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Croatia,Croatia 10GB 30Days,$6.10,$12.20,HR,10,30,HR_10_30,HR,CKH162,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Croatia,Croatia 1GB 7Days,$0.90,$1.80,HR,1,7,HR_1_7,HR,CKH160,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Croatia,Croatia 20GB 30Days,$10.60,$21.20,HR,20,30,HR_20_30,HR,CKH539,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Croatia,Croatia 3GB 15Days,$2.20,$4.40,HR,3,15,HR_3_15,HR,CKH161,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Croatia,Croatia 3GB 30Days,$2.30,$4.60,HR,3,30,HR_3_30,HR,CKH079,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Croatia,Croatia 50GB 180Days,$28.00,$56.00,HR,50,180,HR_50_180,HR,PQCZMPBQD,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Croatia,Croatia 5GB 30Days,$3.40,$6.80,HR,5,30,HR_5_30,HR,CKH118,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cyprus,Cyprus 10GB 30Days,$6.10,$12.20,CY,10,30,CY_10_30,CY,CKH210,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cyprus,Cyprus 1GB 7Days,$0.90,$1.80,CY,1,7,CY_1_7,CY,CKH208,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cyprus,Cyprus 3GB 15Days,$2.20,$4.40,CY,3,15,CY_3_15,CY,CKH209,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cyprus,Cyprus 3GB 30Days,$2.30,$4.60,CY,3,30,CY_3_30,CY,CKH080,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cyprus,Cyprus 50GB 180Days,$30.00,$60.00,CY,50,180,CY_50_180,CY,PXHQDYUBO,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cyprus,Cyprus 5GB 30Days,$3.40,$6.80,CY,5,30,CY_5_30,CY,CKH119,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Czech Republic,Czech Republic 10GB 30Days,$6.10,$12.20,CZ,10,30,CZ_10_30,CZ,CKH165,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Czech Republic,Czech Republic 1GB 7Days,$0.90,$1.80,CZ,1,7,CZ_1_7,CZ,CKH163,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Czech Republic,Czech Republic 20GB 30Days,$10.60,$21.20,CZ,20,30,CZ_20_30,CZ,CKH541,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Czech Republic,Czech Republic 3GB 15Days,$2.20,$4.40,CZ,3,15,CZ_3_15,CZ,CKH164,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Czech Republic,Czech Republic 3GB 30Days,$2.30,$4.60,CZ,3,30,CZ_3_30,CZ,CKH081,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Czech Republic,Czech Republic 50GB 180Days,$30.00,$60.00,CZ,50,180,CZ_50_180,CZ,PVFLCUSP6,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Czech Republic,Czech Republic 5GB 30Days,$3.40,$6.80,CZ,5,30,CZ_5_30,CZ,CKH120,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Denmark,Denmark 10GB 30Days,$6.10,$12.20,DK,10,30,DK_10_30,DK,CKH168,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Denmark,Denmark 1GB 7Days,$0.90,$1.80,DK,1,7,DK_1_7,DK,CKH166,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Denmark,Denmark 20GB 30Days,$10.60,$21.20,DK,20,30,DK_20_30,DK,CKH543,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Denmark,Denmark 3GB 15Days,$2.20,$4.40,DK,3,15,DK_3_15,DK,CKH167,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Denmark,Denmark 3GB 30Days,$2.30,$4.60,DK,3,30,DK_3_30,DK,CKH082,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Denmark,Denmark 50GB 180Days,$22.00,$44.00,DK,50,180,DK_50_180,DK,PJJEKFZJ0,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Denmark,Denmark 5GB 30Days,$3.40,$6.80,DK,5,30,DK_5_30,DK,CKH121,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Dominican Republic,Dominican Republic 1GB 7Days,$5.70,$11.40,DO,1,7,DO_1_7,DO,JC158,First Network Connection,180,3G,Data Reloadable for same area within validitity,HK
Single,Dominican Republic,Dominican Republic 20GB 30Days,$63.00,$126.00,DO,20,30,DO_20_30,DO,JC162,First Network Connection,180,3G,Data Reloadable for same area within validitity,HK
Single,Dominican Republic,Dominican Republic 3GB 15Days,$14.10,$28.20,DO,3,15,DO_3_15,DO,JC159,First Network Connection,180,3G,Data Reloadable for same area within validitity,HK
Single,Dominican Republic,Dominican Republic 5GB 30Days,$21.00,$42.00,DO,5,30,DO_5_30,DO,JC160,First Network Connection,180,3G,Data Reloadable for same area within validitity,HK
Single,Ecuador,Ecuador 1GB 7Days,$4.60,$9.20,EC,1,7,EC_1_7,EC,CKH305,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Ecuador,Ecuador 3GB 15Days,$11.20,$22.40,EC,3,15,EC_3_15,EC,CKH321,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Egypt,Egypt 10GB 30Days,$12.20,$24.40,EG,10,30,EG_10_30,EG,MB039,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Egypt,Egypt 1GB 7Days,$1.80,$3.60,EG,1,7,EG_1_7,EG,MB024,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Egypt,Egypt 1GB/Day,$1.70,$3.40,EG,1,1,EG_1_Daily,EG,PK564ELYK,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Egypt,Egypt 3GB 15Days,$4.60,$9.20,EG,3,15,EG_3_15,EG,MB029,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Egypt,Egypt 500MB/Day,$1.00,$2.00,EG,0,1,EG_0.5_Daily,EG,P6XTH0M8D,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Egypt,Egypt 5GB 30Days,$8.80,$17.60,EG,5,30,EG_5_30,EG,MB034,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,El Salvador,El Salvador 1GB 7Days,$5.70,$11.40,SV,1,7,SV_1_7,SV,CKH306,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,El Salvador,El Salvador 3GB 15Days,$14.10,$28.20,SV,3,15,SV_3_15,SV,CKH322,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Estonia,Estonia 10GB 30Days,$6.10,$12.20,EE,10,30,EE_10_30,EE,CKH213,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Estonia,Estonia 1GB 7Days,$0.90,$1.80,EE,1,7,EE_1_7,EE,CKH211,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Estonia,Estonia 20GB 30Days,$10.60,$21.20,EE,20,30,EE_20_30,EE,CKH710,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Estonia,Estonia 3GB 15Days,$2.20,$4.40,EE,3,15,EE_3_15,EE,CKH212,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Estonia,Estonia 3GB 30Days,$2.30,$4.60,EE,3,30,EE_3_30,EE,CKH083,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Estonia,Estonia 50GB 180Days,$30.00,$60.00,EE,50,180,EE_50_180,EE,PF1EBHZY5,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Estonia,Estonia 5GB 30Days,$3.40,$6.80,EE,5,30,EE_5_30,EE,CKH122,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (30+ areas),Europe(30+ areas) 300MB/Day,$0.45,$0.90,EU-30,0,1,EU-30_0.3_Daily,"NO,DE,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,EE,CH,MT,IS,IT,GR,ES,AT,CY,CZ,PL,RO,LI,NL,TR",P82Y6VYRL,First Network Connection,180,3G/4G,Non-reloadable,UK/NO
Multi-Area,Europe (30+ areas),Europe(30+ areas) 500MB/Day,$0.80,$1.60,EU-30,0,1,EU-30_0.5_Daily,"NO,DE,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,EE,CH,MT,IS,IT,GR,ES,AT,CY,CZ,PL,RO,LI,NL,TR",P61RQP7ZW,First Network Connection,180,3G/4G,Non-reloadable,UK/NO
Single,Finland,Finland 10GB 30Days,$4.70,$9.40,FI,10,30,FI_10_30,FI,CKH216,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Finland,Finland 1GB 7Days,$0.70,$1.40,FI,1,7,FI_1_7,FI,CKH214,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Finland,Finland 3GB 15Days,$1.70,$3.40,FI,3,15,FI_3_15,FI,CKH215,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Finland,Finland 3GB 30Days,$1.80,$3.60,FI,3,30,FI_3_30,FI,CKH084,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Finland,Finland 50GB 180Days,$28.00,$56.00,FI,50,180,FI_50_180,FI,PU4UANEPA,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Finland,Finland 5GB 30Days,$2.70,$5.40,FI,5,30,FI_5_30,FI,CKH123,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,France,France 10GB 30Days,$6.10,$12.20,FR,10,30,FR_10_30,FR,CKH992,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,France,France 1GB 7Days,$0.90,$1.80,FR,1,7,FR_1_7,FR,CKH990,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,France,France 1GB/Day,$0.85,$1.70,FR,1,1,FR_1_Daily,FR,PG0H26XJA,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,France,France 20GB 30Days,$10.60,$21.20,FR,20,30,FR_20_30,FR,CKH1005,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,France,France 2GB/Day,$1.20,$2.40,FR,2,1,FR_2_Daily,FR,P05WBGPG2,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,France,France 3GB 15Days,$2.20,$4.40,FR,3,15,FR_3_15,FR,CKH991,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,France,France 3GB 30Days,$2.30,$4.60,FR,3,30,FR_3_30,FR,CKH977,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,France,France 500MB/Day,$0.45,$0.90,FR,0,1,FR_0.5_Daily,FR,PL2WG7K9D,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,France,France 50GB 180Days,$22.00,$44.00,FR,50,180,FR_50_180,FR,P5ML89XJG,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,France,France 5GB 30Days,$3.40,$6.80,FR,5,30,FR_5_30,FR,CKH983,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,France,France 5GB/Day,$2.30,$4.60,FR,5,1,FR_5_Daily,FR,P2G8P5FHJ,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Gabon,Gabon 1GB 7Days,$4.60,$9.20,GA,1,7,GA_1_7,GA,CKH376,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Gabon,Gabon 3GB 15Days,$11.20,$22.40,GA,3,15,GA_3_15,GA,CKH405,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Georgia,Georgia 1GB 7Days,$1.50,$3.00,GE,1,7,GE_1_7,GE,CKH511,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
